Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
CULoc105,CU-LT-6,A,LT,7,900,1150,250,1.5,8
CULoc351,CU-LT-60,A,LT,7,900,1150,125,0.1,
CULoc81,CU-LT-61,A,LT,7,900,1150,125,1.8,45
CULoc85,CU-LT-62,B,LT,7,900,1150,125,5.4,135
CULoc91,CU-LT-63,A,LT,7,900,1150,125,2.5,25
CULoc94,CU-LT-64,A,LT,7,900,1150,125,0.5,3
CULoc99,CU-LT-65,B,LT,7,900,1150,250,2.6,65
CULoc101,CU-LT-66,A,LT,7,900,1150,125,3,75
CULoc139,CU-LT-67,A,LT,7,900,1150,125,0.9,
CULoc98,CU-LT-68,A,LT,7,900,1150,125,10,50
CULoc140,CU-LT-69,A,LT,7,900,1150,125,1.4,14
CULoc38,CU-LT-7,A,LT,7,900,1150,125,4.5,23
CULoc97,CU-LT-70,A,LT,7,900,1150,125,3,30
CULoc142,CU-LT-71,A,LT,7,900,1150,125,1,5
CULoc145,CU-LT-72,A,LT,7,900,1150,125,1.3,7
CULoc146,CU-LT-73,B,LT,7,900,1150,125,3.2,47
CULoc155,CU-LT-74,B,LT,7,900,1150,125,4.8,120
CULoc147,CU-LT-75,A,LT,7,900,1150,125,7.5,75
CULoc148,CU-LT-76,A,LT,7,900,1150,125,0.5,5
CULoc161,CU-LT-77,B,LT,7,900,1150,125,1,10
CULoc153,CU-LT-78,A,LT,7,900,1150,125,0.5,3
CULoc352,CU-LT-79,A,LT,7,900,1150,125,1.4,35
CULoc339,CU-LT-8,A,LT,7,900,1150,125,0.1,
CULoc135,CU-LT-80,A,LT,7,900,1150,250,4.8,48
CULoc107,CU-LT-81,A,LT,7,900,1150,250,16,760
CULoc108,CU-LT-82,A,LT,7,900,1150,125,3,75
CULoc127,CU-LT-83,A,LT,7,900,1150,250,1.5,15
CULoc157,CU-LT-84,A,LT,7,900,1150,250,6,60
CULoc158,CU-LT-85,A,LT,7,900,1150,250,4.5,45
CULoc167,CU-LT-86,A,LT,7,900,1150,250,1.5,15
CULoc169,CU-LT-87,B,LT,7,900,1150,125,1.5,8
CULoc173,CU-LT-88,A,LT,7,900,1150,250,34,850
CULoc176,CU-LT-89,B,LT,7,900,1150,125,0.8,8
CULoc35,CU-LT-9,A,LT,7,900,1150,125,0.6,3
CULoc179,CU-LT-90,B,LT,7,900,1150,250,15,375
CULoc182,CU-LT-91,A,LT,7,900,1150,125,0.8,8
CULoc186,CU-LT-92,A,LT,7,900,1150,250,12,300
CULoc187,CU-LT-93,A,LT,7,900,1150,250,9,225
CULoc189,CU-LT-94,B,LT,7,900,1150,125,0.7,7
CULoc190,CU-LT-95,A,LT,7,900,1150,125,2.3,7
CULoc198,CU-LT-96,A,LT,7,900,1150,250,27,473
CULoc200,CU-LT-97,A,LT,7,900,1150,125,1,10
CULoc334,CU-LT-98,A,LT,7,900,1150,125,7,115
CULoc353,CU-LT-99,A,LT,7,900,1150,125,3.3,33
CULoc6,CU-MF-1,A,MF,2,-1100,-400,350,1.8,9
CULoc76,CU-MF-10,A,MF,2,-1100,-400,350,3,30
CULoc78,CU-MF-11,A,MF,2,-1100,-400,350,1,5
CULoc105,CU-MF-12,A,MF,2,-1100,-400,700,10,100
CULoc89,CU-MF-13,A,MF,2,-1100,-400,350,2,20
CULoc99,CU-MF-14,A,MF,2,-1100,-400,350,2,50
CULoc107,CU-MF-15,A,MF,2,-1100,-400,350,0.1,
CULoc128,CU-MF-16,A,MF,2,-1100,-400,350,0.1,
CULoc161,CU-MF-17,A,MF,2,-1100,-400,350,0.1,
CULoc326,CU-MF-18,A,MF,2,-1100,-400,350,0.1,
CULoc169,CU-MF-19,A,MF,2,-1100,-400,350,3.3,165
CULoc105,CU-MF-2,A,MF,2,-1100,-400,,6,57
CULoc179,CU-MF-20,A,MF,2,-1100,-400,350,0.1,
CULoc187,CU-MF-21,A,MF,2,-1100,-400,350,0.1,
CULoc217,CU-MF-22,A,MF,2,-1100,-400,350,0.1,
CULoc214,CU-MF-23,A,MF,2,-1100,-400,350,0.5,
CULoc244,CU-MF-24,A,MF,2,-1100,-400,350,1,25
CULoc249,CU-MF-25,A,MF,2,-1100,-400,700,30.3,983
CULoc256,CU-MF-26,A,MF,2,-1100,-400,350,1,25
CULoc327,CU-MF-27,A,MF,2,-1100,-400,350,4,20
CULoc356,CU-MF-28,A,MF,2,-1100,-400,350,3.3,165
CULoc296,CU-MF-29,A,MF,2,-1100,-400,350,12.7,635
CULoc249,CU-MF-3,A,MF,2,-1100,-400,,3.5,88
CULoc293,CU-MF-30,A,MF,2,-1100,-400,350,2,
CULoc288,CU-MF-31,A,MF,2,-1100,-400,350,6,300
CULoc296,CU-MF-4,A,MF,2,-1100,-400,,1.5,8
CULoc14,CU-MF-5,A,MF,2,-1100,-400,350,1,25
CULoc6,CU-MF-6,A,MF,2,-1100,-400,350,1.8,45
CULoc3,CU-MF-7,A,MF,2,-1100,-400,350,1.4,7
CULoc47,CU-MF-8,A,MF,2,-1100,-400,350,0.7,35
CULoc73,CU-MF-9,A,MF,2,-1100,-400,350,1,
CULoc53,CU-TF-1,A,TF,4,-200,100,150,2,10
CULoc187,CU-TF-10,A,TF,4,-200,100,300,0.1,
CULoc249,CU-TF-11,A,TF,4,-200,100,300,4,70
CULoc296,CU-TF-12,B,TF,4,-200,100,150,0.5,
CULoc329,CU-TF-13,A,TF,4,-200,100,150,5.5,275
CULoc330,CU-TF-14,A,TF,4,-200,100,150,1,10
CULoc288,CU-TF-15,A,TF,4,-200,100,300,4,200
CULoc305,CU-TF-16,A,TF,4,-200,100,150,1,10
CULoc324,CU-TF-17,A,TF,4,-200,100,150,1,10
CULoc14,CU-TF-18,B,TF,4,-200,100,150,,150
CULoc169,CU-TF-19,A,TF,4,-200,100,150,,150
CULoc73,CU-TF-2,A,TF,4,-200,100,300,0.1,
CULoc173,CU-TF-20,A,TF,4,-200,100,150,,150
CULoc176,CU-TF-21,A,TF,4,-200,100,300,,150
CULoc179,CU-TF-22,B,TF,4,-200,100,150,,150
CULoc198,CU-TF-23,A,TF,4,-200,100,300,,150
CULoc203,CU-TF-24,A,TF,4,-200,100,300,10,500
CULoc212,CU-TF-25,A,TF,4,-200,100,150,1,
CULoc214,CU-TF-26,B,TF,4,-200,100,150,,150
CULoc254,CU-TF-27,A,TF,4,-200,100,150,,150
CULoc257,CU-TF-28,A,TF,4,-200,100,150,0.5,
CULoc283,CU-TF-29,A,TF,4,-200,100,150,,150
CULoc75,CU-TF-3,A,TF,4,-200,100,300,2,10
CULoc299,CU-TF-30,A,TF,4,-200,100,150,1,10
CULoc298,CU-TF-31,A,TF,4,-200,100,150,,150
CULoc306,CU-TF-32,A,TF,4,-200,100,150,0.5,
CULoc288,CU-TF-33,A,TF,4,-200,100,,,150
CULoc76,CU-TF-4,B,TF,4,-200,100,150,3,30
CULoc118,CU-TF-5,A,TF,4,-200,100,150,2,10
CULoc127,CU-TF-6,A,TF,4,-200,100,300,44,2400
CULoc107,CU-TF-7,A,TF,4,-200,100,300,10,100
CULoc105,CU-TF-8,A,TF,4,-200,100,300,2,20
CULoc99,CU-TF-9,A,TF,4,-200,100,150,2,50
IXLoc1,IX-A-1,A,AZ,8,1150,1520,185,0.1,
IXLoc10,IX-A-10,A,AZ,8,1150,1520,370,0.1,10
IXLoc11,IX-A-11,A,AZ,8,1150,1520,370,10,100
IXLoc12,IX-A-12,A,AZ,8,1150,1520,370,5.6,56
IXLoc13,IX-A-13,A,AZ,8,1150,1520,370,0.1,
IXLoc14,IX-A-14,A,AZ,8,1150,1520,185,0.1,
IXLoc15,IX-A-15,A,AZ,8,1150,1520,185,0.1,
IXLoc16,IX-A-16,A,AZ,8,1150,1520,185,0.1,10
IXLoc17,IX-A-17,A,AZ,8,1150,1520,185,0.1,
IXLoc18,IX-A-18,A,AZ,8,1150,1520,185,0.1,10
IXLoc19,IX-A-19,A,AZ,8,1150,1520,185,0.1,10
IXLoc2,IX-A-2,B,AZ,8,1150,1520,370,8,80
IXLoc20,IX-A-20,A,AZ,8,1150,1520,185,0.1,
IXLoc21,IX-A-21,A,AZ,8,1150,1520,185,0.9,20
IXLoc22,IX-A-22,A,AZ,8,1150,1520,185,0.1,10
IXLoc23,IX-A-23,A,AZ,8,1150,1520,185,0.1,10
IXLoc24,IX-A-24,A,AZ,8,1150,1520,185,0.1,10
IXLoc25,IX-A-25,A,AZ,8,1150,1520,185,0.1,10
IXLoc26,IX-A-26,A,AZ,8,1150,1520,185,90,1630
IXLoc27,IX-A-27,A,AZ,8,1150,1520,185,3,30
IXLoc28,IX-A-28,A,AZ,8,1150,1520,185,0.1,10
IXLoc29,IX-A-29,B,AZ,8,1150,1520,370,2.5,20
IXLoc3,IX-A-3,A,AZ,8,1150,1520,185,2.2,20
IXLoc30,IX-A-30,A,AZ,8,1150,1520,185,0.1,
IXLoc31,IX-A-31,A,AZ,8,1150,1520,185,0.1,10
IXLoc32,IX-A-32,A,AZ,8,1150,1520,185,1,20
IXLoc33,IX-A-33,A,AZ,8,1150,1520,185,0.1,10
IXLoc34,IX-A-34,A,AZ,8,1150,1520,370,4,40
IXLoc35,IX-A-35,A,AZ,8,1150,1520,185,0.1,
IXLoc36,IX-A-36,B,AZ,8,1150,1520,370,10,100
IXLoc37,IX-A-37,A,AZ,8,1150,1520,370,24,480
IXLoc38,IX-A-38,A,AZ,8,1150,1520,370,2,20
IXLoc39,IX-A-39,A,AZ,8,1150,1520,185,0.1,10
IXLoc4,IX-A-4,A,AZ,8,1150,1520,185,18,180
IXLoc40,IX-A-40,A,AZ,8,1150,1520,185,0.1,10
IXLoc41,IX-A-41,A,AZ,8,1150,1520,370,18,450
IXLoc42,IX-A-42,A,AZ,8,1150,1520,185,4.6,115
IXLoc43,IX-A-43,B,AZ,8,1150,1520,185,0.1,10
IXLoc44,IX-A-44,A,AZ,8,1150,1520,185,3.6,50
IXLoc45,IX-A-45,A,AZ,8,1150,1520,185,0.1,10
IXLoc46,IX-A-46,A,AZ,8,1150,1520,185,0.1,10
IXLoc47,IX-A-47,A,AZ,8,1150,1520,185,0.1,10
IXLoc48,IX-A-48,A,AZ,8,1150,1520,185,0.1,10
IXLoc49,IX-A-49,A,AZ,8,1150,1520,370,0.1,10
IXLoc5,IX-A-5,A,AZ,8,1150,1520,185,0.2,10
IXLoc50,IX-A-50,A,AZ,8,1150,1520,185,2,20
IXLoc51,IX-A-51,A,AZ,8,1150,1520,185,0.1,10
IXLoc52,IX-A-52,A,AZ,8,1150,1520,185,0.1,10
IXLoc53,IX-A-53,C,AZ,8,1150,1520,185,29,725
IXLoc54,IX-A-54,A,AZ,8,1150,1520,185,0.1,10
IXLoc55,IX-A-55,A,AZ,8,1150,1520,185,0.1,10
IXLoc56,IX-A-56,B,AZ,8,1150,1520,185,0.9,15
IXLoc57,IX-A-57,B,AZ,8,1150,1520,370,3,30
IXLoc58,IX-A-58,A,AZ,8,1150,1520,370,0.1,10
IXLoc59,IX-A-59,A,AZ,8,1150,1520,370,0.9,20
IXLoc6,IX-A-6,A,AZ,8,1150,1520,185,0.1,10
IXLoc60,IX-A-60,A,AZ,8,1150,1520,185,4.4,110
IXLoc61,IX-A-61,B,AZ,8,1150,1520,370,1,25
IXLoc61,IX-A-62,B,AZ,8,1150,1520,370,1.2,25
IXLoc63,IX-A-63,A,AZ,8,1150,1520,370,0.1,15
IXLoc64,IX-A-64,A,AZ,8,1150,1520,185,6.8,150
IXLoc65,IX-A-65,A,AZ,8,1150,1520,370,2,45
IXLoc66,IX-A-66,A,AZ,8,1150,1520,185,0.1,10
IXLoc67,IX-A-67,A,AZ,8,1150,1520,370,38,963
IXLoc68,IX-A-68,A,AZ,8,1150,1520,185,1.7,30
IXLoc69,IX-A-69,B,AZ,8,1150,1520,370,30,2800
IXLoc7,IX-A-7,A,AZ,8,1150,1520,185,0.9,20
IXLoc70,IX-A-70,A,AZ,8,1150,1520,185,,1100
IXLoc71,IX-A-71,A,AZ,8,1150,1520,185,0.1,20
IXLoc72,IX-A-72,A,AZ,8,1150,1520,185,65,3250
IXLoc73,IX-A-73,A,AZ,8,1150,1520,185,0.1,10
IXLoc74,IX-A-74,B,AZ,8,1150,1520,185,0.1,
IXLoc69,IX-A-75,B,AZ,8,1150,1520,370,3,75
IXLoc8,IX-A-8,A,AZ,8,1150,1520,185,13,130
IXLoc9,IX-A-9,A,AZ,8,1150,1520,185,11,110
IXLoc80,IX-EC-1,A,CL,5,100,600,250,8,80
IXLoc104,IX-EC-10,A,CL,5,100,600,250,0.1,10
IXLoc111,IX-EC-11,A,CL,5,100,600,250,11,275
IXLoc29,IX-EC-12,A,CL,5,100,600,250,3,30
IXLoc107,IX-EC-13,A,CL,5,100,600,250,17,170
IXLoc87,IX-EC-14,A,CL,5,100,600,250,2.5,25
IXLoc112,IX-EC-15,A,CL,5,100,600,250,0.1,
IXLoc34,IX-EC-16,A,CL,5,100,600,,0.1,10
IXLoc36,IX-EC-17,A,CL,5,100,600,250,15,150
IXLoc38,IX-EC-18,A,CL,5,100,600,500,22,550
IXLoc53,IX-EC-19,B,CL,5,100,600,250,33,330
IXLoc79,IX-EC-2,A,CL,5,100,600,250,8,80
IXLoc37,IX-EC-20,A,CL,5,100,600,250,5,50
IXLoc56,IX-EC-21,A,CL,5,100,600,250,1,10
IXLoc92,IX-EC-22,A,CL,5,100,600,250,0.1,10
IXLoc57,IX-EC-23,B,CL,5,100,600,250,3,30
IXLoc93,IX-EC-24,A,CL,5,100,600,250,1,10
IXLoc43,IX-EC-25,A,CL,5,100,600,250,3.5,35
IXLoc105,IX-EC-26,B,CL,5,100,600,250,10,100
IXLoc58,IX-EC-27,A,CL,5,100,600,250,3,30
IXLoc113,IX-EC-28,A,CL,5,100,600,250,2,20
IXLoc114,IX-EC-29,A,CL,5,100,600,250,4.5,45
IXLoc108,IX-EC-3,A,CL,5,100,600,250,2.2,22
IXLoc96,IX-EC-30,A,CL,5,100,600,500,8,80
IXLoc61,IX-EC-31,A,CL,5,100,600,250,0.1,10
IXLoc97,IX-EC-32,B,CL,5,100,600,250,2.5,25
IXLoc116,IX-EC-33,A,CL,5,100,600,250,10,100
IXLoc65,IX-EC-34,A,CL,5,100,600,250,12,120
IXLoc74,IX-EC-35,A,CL,5,100,600,250,1,10
IXLoc67,IX-EC-36,A,CL,5,100,600,250,33,330
IXLoc69,IX-EC-37,B,CL,5,100,600,250,76,760
IXLoc109,IX-EC-4,A,CL,5,100,600,250,0.9,10
IXLoc2,IX-EC-5,A,CL,5,100,600,250,0.1,10
IXLoc77,IX-EC-6,A,CL,5,100,600,250,10,100
IXLoc11,IX-EC-7,A,CL,5,100,600,250,36,900
IXLoc82,IX-EC-8,A,CL,5,100,600,250,7,70
IXLoc110,IX-EC-9,A,CL,5,100,600,250,0.1,10
IXLoc119,IX-EF-1,A,EF,1,-1640,-1100,270,9,225
IXLoc57,IX-EF-2,A,EF,1,-1640,-1100,270,3,75
IXLoc96,IX-EF-3,A,EF,1,-1640,-1100,270,4,100
IXLoc11,IX-ET-1,A,ET,6,600,900,300,3,75
IXLoc63,IX-ET-10,A,ET,6,600,900,150,0.1,10
IXLoc97,IX-ET-11,B,ET,6,600,900,300,5,125
IXLoc65,IX-ET-12,A,ET,6,600,900,300,5,50
IXLoc69,IX-ET-13,B,ET,6,600,900,300,169,4225
IXLoc67,IX-ET-14,A,ET,6,600,900,300,22,550
IXLoc57,IX-ET-15,B,ET,6,600,900,300,2,20
IXLoc37,IX-ET-16,A,ET,6,600,900,300,2,20
IXLoc34,IX-ET-17,A,ET,6,600,900,150,0.1,10
IXLoc43,IX-ET-18,A,ET,6,600,900,150,3,30
IXLoc58,IX-ET-19,A,ET,6,600,900,300,3,30
IXLoc103,IX-ET-2,A,ET,6,600,900,150,0.1,10
IXLoc59,IX-ET-20,A,ET,6,600,900,150,0.9,10
IXLoc43,IX-ET-21,A,ET,6,600,900,150,0.1,10
IXLoc104,IX-ET-3,A,ET,6,600,900,150,0.1,10
IXLoc37,IX-ET-4,A,ET,6,600,900,300,3.5,88
IXLoc38,IX-ET-5,A,ET,6,600,900,300,28,700
IXLoc93,IX-ET-6,A,ET,6,600,900,300,2,20
IXLoc41,IX-ET-7,A,ET,6,600,900,150,5,125
IXLoc105,IX-ET-8,B,ET,6,600,900,150,5,125
IXLoc96,IX-ET-9,A,ET,6,600,900,300,4,40
IXLoc11,IX-LC-1,A,CL,5,100,600,,36,900
IXLoc107,IX-LC-2,A,CL,5,100,600,,17,170
IXLoc38,IX-LC-3,A,CL,5,100,600,,22,550
IXLoc57,IX-LC-4,B,CL,5,100,600,,3,30
IXLoc58,IX-LC-5,A,CL,5,100,600,,3,30
IXLoc96,IX-LC-6,A,CL,5,100,600,,8,80
IXLoc65,IX-LC-7,A,CL,5,100,600,,12,120
IXLoc69,IX-LC-8,B,CL,5,100,600,,76,760
IXLoc76,IX-LF-1,A,LF,3,-400,-200,100,2.2,55
IXLoc126,IX-LF-10,A,LF,3,-400,-200,100,0.1,25
IXLoc105,IX-LF-11,A,LF,3,-400,-200,100,2.6,65
IXLoc69,IX-LF-12,A,LF,3,-400,-200,100,15,375
IXLoc127,IX-LF-13,A,LF,3,-400,-200,100,0.1,25
IXLoc119,IX-LF-2,A,LF,3,-400,-200,200,37,1850
IXLoc53,IX-LF-3,A,LF,3,-400,-200,100,20,1000
IXLoc125,IX-LF-4,A,LF,3,-400,-200,100,2.5,100
IXLoc57,IX-LF-5,A,LF,3,-400,-200,100,3,75
IXLoc97,IX-LF-6,A,LF,3,-400,-200,100,65,3250
IXLoc96,IX-LF-7,A,LF,3,-400,-200,200,30,1200
IXLoc96,IX-LF-8,A,LF,3,-400,-200,200,7,175
IXLoc95,IX-LF-9,A,LF,3,-400,-200,100,0.1,25
IXLoc76,IX-LT-1,B,LT,7,900,1150,125,1,20
IXLoc11,IX-LT-10,A,LT,7,900,1150,250,2.5,30
IXLoc82,IX-LT-11,B,LT,7,900,1150,125,2,20
IXLoc83,IX-LT-12,A,LT,7,900,1150,125,3.5,30
IXLoc84,IX-LT-13,A,LT,7,900,1150,125,0.1,10
IXLoc29,IX-LT-14,B,LT,7,900,1150,125,2.5,25
IXLoc85,IX-LT-15,A,LT,7,900,1150,125,4.5,40
IXLoc86,IX-LT-16,B,LT,7,900,1150,125,0.9,10
IXLoc87,IX-LT-17,B,LT,7,900,1150,125,4,40
IXLoc88,IX-LT-18,A,LT,7,900,1150,125,0.1,10
IXLoc34,IX-LT-19,A,LT,7,900,1150,250,3,30
IXLoc2,IX-LT-2,B,LT,7,900,1150,125,2.5,25
IXLoc36,IX-LT-20,B,LT,7,900,1150,125,18,180
IXLoc37,IX-LT-21,A,LT,7,900,1150,250,4,40
IXLoc38,IX-LT-22,A,LT,7,900,1150,250,9,90
IXLoc89,IX-LT-23,A,LT,7,900,1150,125,0.9,10
IXLoc41,IX-LT-24,A,LT,7,900,1150,250,1.5,20
IXLoc90,IX-LT-25,A,LT,7,900,1150,125,0.1,10
IXLoc91,IX-LT-26,A,LT,7,900,1150,125,0.1,10
IXLoc92,IX-LT-27,B,LT,7,900,1150,125,0.1,10
IXLoc93,IX-LT-28,A,LT,7,900,1150,125,1,15
IXLoc94,IX-LT-29,A,LT,7,900,1150,125,2,20
IXLoc10,IX-LT-3,A,LT,7,900,1150,125,0.9,10
IXLoc49,IX-LT-30,A,LT,7,900,1150,125,0.1,10
IXLoc95,IX-LT-31,B,LT,7,900,1150,125,5,50
IXLoc58,IX-LT-32,A,LT,7,900,1150,250,0.1,10
IXLoc96,IX-LT-33,A,LT,7,900,1150,125,6,60
IXLoc59,IX-LT-34,A,LT,7,900,1150,250,6,60
IXLoc61,IX-LT-35,B,LT,7,900,1150,125,1.1,15
IXLoc63,IX-LT-36,A,LT,7,900,1150,250,0.1,10
IXLoc61,IX-LT-37,B,LT,7,900,1150,125,0.1,10
IXLoc97,IX-LT-38,B,LT,7,900,1150,125,4.5,45
IXLoc98,IX-LT-39,A,LT,7,900,1150,125,5,50
IXLoc77,IX-LT-4,B,LT,7,900,1150,125,6.5,65
IXLoc99,IX-LT-40,A,LT,7,900,1150,125,1.5,15
IXLoc65,IX-LT-41,A,LT,7,900,1150,250,6,60
IXLoc101,IX-LT-42,A,LT,7,900,1150,125,4.5,45
IXLoc67,IX-LT-43,A,LT,7,900,1150,250,2.5,25
IXLoc69,IX-LT-44,B,LT,7,900,1150,250,11.5,120
IXLoc57,IX-LT-45,B,LT,7,900,1150,250,2,20
IXLoc13,IX-LT-46,A,LT,7,900,1150,125,0.1,
IXLoc65,IX-LT-47,A,LT,7,900,1150,250,2,20
IXLoc102,IX-LT-48,A,LT,7,900,1150,125,0.1,10
IXLoc78,IX-LT-5,A,LT,7,900,1150,125,0.1,10
IXLoc79,IX-LT-6,B,LT,7,900,1150,125,14,80
IXLoc80,IX-LT-7,B,LT,7,900,1150,125,14,100
IXLoc81,IX-LT-8,A,LT,7,900,1150,125,11,50
IXLoc12,IX-LT-9,A,LT,7,900,1150,125,29,150
IXLoc119,IX-MF-1,A,MF,2,-1100,-400,700,9,225
IXLoc57,IX-MF-2,A,MF,2,-1100,-400,700,3,75
IXLoc96,IX-MF-3,A,MF,2,-1100,-400,700,4,100
IXLoc97,IX-MF-4,A,MF,2,-1100,-400,350,12.5,313
IXLoc118,IX-TF-1,A,TF,4,-200,100,150,0.1,10
IXLoc96,IX-TF-10,A,TF,4,-200,100,300,32,1600
IXLoc96,IX-TF-11,A,TF,4,-200,100,300,6,150
IXLoc124,IX-TF-12,A,TF,4,-200,100,150,0.1,20
IXLoc74,IX-TF-13,A,TF,4,-200,100,150,41,1025
IXLoc86,IX-TF-2,A,TF,4,-200,100,150,16,400
IXLoc87,IX-TF-3,A,TF,4,-200,100,150,20,200
IXLoc119,IX-TF-4,A,TF,4,-200,100,150,37,1850
IXLoc120,IX-TF-5,A,TF,4,-200,100,150,32,1600
IXLoc121,IX-TF-6,A,TF,4,-200,100,150,4,100
IXLoc38,IX-TF-7,A,TF,4,-200,100,150,0.5,50
IXLoc122,IX-TF-8,A,TF,4,-200,100,150,2,50
IXLoc123,IX-TF-9,A,TF,4,-200,100,150,2,50
TELoc1,TE-AZ-1,A,AZ,8,1150,1520,370,6.3,315
TELoc10,TE-AZ-10,A,AZ,8,1150,1520,185,0.1,10
TELoc101,TE-AZ-101,A,AZ,8,1150,1520,370,102,630
TELoc102,TE-AZ-102,B,AZ,8,1150,1520,370,5,42
TELoc103,TE-AZ-103,A,AZ,8,1150,1520,370,103,630
TELoc104,TE-AZ-104,A,AZ,8,1150,1520,185,6,42
TELoc105,TE-AZ-105,A,AZ,8,1150,1520,370,5,42
TELoc106,TE-AZ-106,B,AZ,8,1150,1520,185,14,70
TELoc107,TE-AZ-107,B,AZ,8,1150,1520,185,12,
TELoc108,TE-AZ-108,B,AZ,8,1150,1520,185,3.5,
TELoc109,TE-AZ-109,B,AZ,8,1150,1520,370,9.5,100
TELoc11,TE-AZ-11,B,AZ,8,1150,1520,185,145,7250
TELoc110,TE-AZ-110,A,AZ,8,1150,1520,370,1.6,
TELoc111,TE-AZ-111,A,AZ,8,1150,1520,185,3.8,
TELoc112,TE-AZ-112,A,AZ,8,1150,1520,185,6,
TELoc113,TE-AZ-113,B,AZ,8,1150,1520,370,8.4,100
TELoc114,TE-AZ-114,B,AZ,8,1150,1520,185,11,150
TELoc115,TE-AZ-115,B,AZ,8,1150,1520,370,34,400
TELoc116,TE-AZ-116,B,AZ,8,1150,1520,185,,
TELoc117,TE-AZ-117,A,AZ,8,1150,1520,185,,
TELoc118,TE-AZ-118,A,AZ,8,1150,1520,185,,
TELoc12,TE-AZ-12,A,AZ,8,1150,1520,370,101.9,4500
TELoc121,TE-AZ-121,A,AZ,8,1150,1520,185,,
TELoc122,TE-AZ-122,A,AZ,8,1150,1520,185,,
TELoc123,TE-AZ-123,B,AZ,8,1150,1520,370,1.5,
TELoc124,TE-AZ-124,B,AZ,8,1150,1520,370,9,
TELoc125,TE-AZ-125,A,AZ,8,1150,1520,185,,
TELoc126,TE-AZ-126,A,AZ,8,1150,1520,185,,
TELoc128,TE-AZ-128,B,AZ,8,1150,1520,370,8,
TELoc129,TE-AZ-129,A,AZ,8,1150,1520,185,,
TELoc13,TE-AZ-13,B,AZ,8,1150,1520,370,90,210
TELoc133,TE-AZ-133,A,AZ,8,1150,1520,370,20,
TELoc134,TE-AZ-134,A,AZ,8,1150,1520,370,7,
TELoc135,TE-AZ-135,A,AZ,8,1150,1520,185,,
TELoc136,TE-AZ-136,B,AZ,8,1150,1520,370,8.5,
TELoc137,TE-AZ-137,B,AZ,8,1150,1520,370,24,
TELoc138,TE-AZ-138,A,AZ,8,1150,1520,370,,
TELoc14,TE-AZ-14,B,AZ,8,1150,1520,185,26,105
TELoc140,TE-AZ-140,B,AZ,8,1150,1520,370,6.8,
TELoc142,TE-AZ-142,A,AZ,8,1150,1520,185,4.7,
TELoc143,TE-AZ-143,A,AZ,8,1150,1520,370,23.9,960
TELoc145,TE-AZ-145,B,AZ,8,1150,1520,185,,
TELoc146,TE-AZ-146,B,AZ,8,1150,1520,185,,
TELoc15,TE-AZ-15,A,AZ,8,1150,1520,185,8,49
TELoc154,TE-AZ-154,A,AZ,8,1150,1520,370,2143.7,39628
TELoc157,TE-AZ-157,B,AZ,8,1150,1520,370,11.5,
TELoc16,TE-AZ-16,A,AZ,8,1150,1520,185,17,98
TELoc162,TE-AZ-162,B,AZ,8,1150,1520,370,40,
TELoc167,TE-AZ-167,A,AZ,8,1150,1520,185,,
TELoc17,TE-AZ-17,A,AZ,8,1150,1520,185,34,210
TELoc18,TE-AZ-18,A,AZ,8,1150,1520,370,28,245
TELoc182,TE-AZ-182,B,AZ,8,1150,1520,370,,
TELoc183,TE-AZ-183,A,AZ,8,1150,1520,185,,
TELoc184,TE-AZ-184,A,AZ,8,1150,1520,185,,
TELoc185,TE-AZ-185,B,AZ,8,1150,1520,185,,
TELoc189,TE-AZ-189,A,AZ,8,1150,1520,185,,
TELoc19,TE-AZ-19,A,AZ,8,1150,1520,370,26,
TELoc190,TE-AZ-190,A,AZ,8,1150,1520,185,23,230
TELoc191,TE-AZ-191,A,AZ,8,1150,1520,185,,
TELoc192,TE-AZ-192,A,AZ,8,1150,1520,185,,
TELoc193,TE-AZ-193,B,AZ,8,1150,1520,185,,
TELoc194,TE-AZ-194,A,AZ,8,1150,1520,185,,
TELoc195,TE-AZ-195,B,AZ,8,1150,1520,185,,
TELoc196,TE-AZ-196,B,AZ,8,1150,1520,185,21,
TELoc197,TE-AZ-197,B,AZ,8,1150,1520,185,,
TELoc198,TE-AZ-198,B,AZ,8,1150,1520,185,,
TELoc199,TE-AZ-199,B,AZ,8,1150,1520,185,,
TELoc2,TE-AZ-2,A,AZ,8,1150,1520,185,0.6,25
TELoc20,TE-AZ-20,A,AZ,8,1150,1520,185,0.9,
TELoc200,TE-AZ-200,A,AZ,8,1150,1520,185,,
TELoc201,TE-AZ-201,A,AZ,8,1150,1520,185,,
TELoc202,TE-AZ-202,A,AZ,8,1150,1520,185,,
TELoc203,TE-AZ-203,A,AZ,8,1150,1520,370,33,
TELoc58,TE-AZ-204,A,AZ,8,1150,1520,370,16.5,
TELoc205,TE-AZ-205,A,AZ,8,1150,1520,370,4,
TELoc206,TE-AZ-206,A,AZ,8,1150,1520,185,,
TELoc21,TE-AZ-21,B,AZ,8,1150,1520,370,11,70
TELoc210,TE-AZ-210,A,AZ,8,1150,1520,370,39,
TELoc212,TE-AZ-212,A,AZ,8,1150,1520,185,,
TELoc213,TE-AZ-213,A,AZ,8,1150,1520,185,,
